size,weight,sweetness,softness,harvest_time,ripeness,acidity,quality
16.882735000188887,255.95770483158032,6.369933665545102,2.3713835653035202,25.09344213150819,5.9517675057587915,3.1146030982744977,1
13.696366615301345,236.73352218632294,7.319928345131946,3.8147882555377715,30.06040775656457,4.380388365047305,3.758974658939766,1
17.300438439246552,202.29902731808014,6.06071507456783,4.204982829371455,30.64546094642955,3.142637713116246,2.44085046919802,1
19.452227540298214,174.4798947555359,5.566808860060554,7.320434212281288,32.740744216119005,5.484034700757177,3.101654259784013,0
14.651268731262183,228.56786087205884,4.0818667833054425,6.266453015171466,23.70794694602451,7.107197951932433,3.7545904846819345,1
14.686054975329872,216.02465908230175,6.74208677360095,3.011901038509528,32.856891603637536,4.178899849423848,4.22639107172292,1
20.541595977081755,235.85859040534518,6.900505326584299,6.083653796185371,16.244732357898304,7.877943886480635,3.335276883425863,1
17.979031011269328,226.15587795243098,6.264369171464661,2.7523991771005174,26.482126562065048,6.713958512103832,2.556568103046107,1
14.264862673500291,241.82569037624765,8.141443920586093,5.8754156584160455,27.53068255443548,4.714620875971603,5.236844943019215,1
17.349515290341014,179.10605120676072,8.980400639638553,4.8439477269901525,33.12733873237178,5.583910871663381,3.1589690046688963,0
13.755436413970587,252.55173122619738,4.759537163803309,5.348604762516803,30.216493077653904,8.091724810442372,4.492236755552771,1
13.618903282807649,208.11949566670143,5.206749862316228,7.016660945431955,22.907536002200814,7.494093382422231,3.8583503142228914,1
16.16229535628727,282.9536536226154,4.585862972032685,2.7975050135898294,25.00822050605154,5.689911242608964,3.5337272044854995,1
9.626199741743118,172.40456118509087,5.664549729176498,3.090482688828385,30.60505302125096,6.066860579062646,5.838516340877748,0
9.670713384091771,269.24985886787886,8.13724902972204,4.711175104386455,30.075472797452964,6.1244131468074245,4.054223450881452,1
13.515549116681218,208.58885835409626,6.220787922149853,6.266825541505127,27.142638482943124,4.97172725965848,2.6554963327062335,1
11.94395840560443,173.5768168363678,5.752914113208395,2.639938286329057,27.508609085297465,3.1520793492935457,4.871822768307414,0
15.515775543555794,180.27445051155277,3.626834846653515,1.8305722518300382,33.10712535917184,8.699539903440536,4.693018497575056,0
12.921158144124542,188.24660445514974,7.8558813028814525,4.101205740413466,26.745580580458384,6.552079519163208,3.7114755613727652,0
10.790688517259172,217.45556163840382,5.474051319572986,6.559351384089211,30.213525876129303,6.703583958279698,4.644285470911258,1
20.421300435614086,219.72086267207348,7.184214486183483,7.212734830895724,41.12700229446862,5.614976030638677,4.119959900950738,1
13.509924963440477,176.76937047285165,8.220099030523652,4.746255078675305,22.0696278942954,5.161642206580398,4.8258539966863525,0
14.92419522764209,198.11982164077966,8.523185865735279,5.186791423845683,21.122357492481537,5.994408141421164,5.903982281892589,0
10.742074859705065,285.21546899776695,5.477298847350048,6.417076556168587,34.37918890910959,4.1796676596135125,4.951929746812276,1
13.935542375238908,267.5324694709114,2.494381137833126,3.1390287075530034,26.66897275467995,9.898703253284605,3.812671571813198,1
15.53250245543069,217.38445199811432,7.623108879189835,5.272635217431427,29.207867809162778,4.393869012729548,4.624155193089132,1
11.702255644823467,200.94916821714733,9.48250934063351,5.351258008807226,26.20257793040587,3.8882550986248496,5.259832677417035,1
15.563462158759943,204.83120569712867,9.394259716354451,5.411468879784899,27.99258753218784,6.563904687507428,2.7765491157186615,1
12.61961323162885,223.72815827977539,7.462101502084559,3.535920989082383,38.17527506100586,7.230305481742661,2.134069793808564,1
14.286171080765122,159.12975331864982,5.922823229093054,4.999762451186263,34.13309094394696,6.496395086035136,3.6962897477871586,0
