length,diameter,height,weight,shucked_weight,viscera_weight,shell_weight,volume,surface_area,shucked_weight_ratio,viscera_weight_ratio,shell_weight_ratio,sex_F,sex_I,sex_M
0.086992432072197,-0.08614985989246042,-0.4653870254151622,-0.1838302380902379,0.0558312049983075,-0.3211358725538851,-2.1676316907608486,-0.3136879712061581,-0.06329483518958785,1.2650163402825072,-0.1647084468879432,0.10301418720512065,-0.021079997919208518,0.3055901344496108,0.07110471471609943
-0.0356630578273562,-0.06450886160241208,0.04790035068201096,0.13533209485776806,0.06125325743951749,0.12335017210644575,0.4201134542073177,0.06795539639552112,0.018708157749236412,-0.1638832019804295,-0.18858689235013817,-0.022605456343109672,-0.010330217036440329,-0.0729454205429485,-0.012684461318600638
0.12431788217242337,-0.045003251699858485,-0.5895554311588491,-0.1586107004473469,0.04478824599635492,-0.2989086098093239,-2.454680328849695,-0.4726981756024858,-0.026879242500010076,0.53140701092884,0.3065727133457895,-0.13792157950479628,-0.012955347419281152,-0.22083685930261393,-0.023658044197696713
-0.05898733783994221,-0.42340513006282937,-0.7330616374835808,-0.27585797275180873,0.001480386624198424,-0.5032737644007208,-3.1564828927856317,-0.8720153402822782,-0.15751680640098184,0.5530645420869473,0.08946755862240117,-0.032004598101956605,-0.016365974251156067,-0.173027601529295,-0.02011700080849084
0.0082349901958883,-0.058906649242307124,0.05171105750346171,-0.04286936501146814,-0.01872469444889535,0.03836403036244236,0.05074231997780425,0.04530835301220127,0.045642511517573835,-0.8681399533988514,-0.13847407695318079,-0.11397249685349345,0.017481730620599784,0.07478571380404508,-0.006206282777169477
-0.01252438996148602,0.09079839271469849,0.5072537877182289,0.3049192818178195,0.050757992647186036,0.22387490040342317,2.1090956770357447,0.3365296797563069,-0.04374752032720867,2.5898124208285673,0.7830173123134762,0.16891646116147963,0.01802315495522304,0.08453735615101832,-0.0011587768466748182
0.03595584124779624,-0.05567474029402502,0.1200831636674951,0.04559290133846655,-0.041304560902269534,0.03243842352826368,0.6030332998773972,0.07070160311946355,0.05848470521563155,-0.98875201990421,0.16053569536571632,-0.04372782890344015,0.0024460095640592406,0.07664284076665835,0.01915246004121227
0.014799432905007381,-0.0005275574043161719,-0.27239578217614996,-0.030966536136841097,0.08729330071757556,0.125924639702368,-0.2765510879676014,0.0481431730901497,0.013026840018246385,-0.5187185983676772,0.07719609632803509,-0.07117256856766217,-0.02705996511940824,0.15119192156930128,0.02535149170095136
0.10819401620599475,-0.10860060091140432,-0.4922792911083524,-0.18285782326768896,0.06022940576597411,-0.22418141119261623,-2.060846939220301,-0.3968502293358553,-0.051254901159395294,0.1049979276551005,-0.10857027978961564,0.005242939189732321,-0.01517493376939706,-0.20984942420720615,-0.028013635330461018
0.12810575901718108,-0.08640734329738756,-0.5183588414515907,-0.19368936779430806,0.06451496356761356,-0.22206817670522522,-2.2458162325261974,-0.41830722542965926,-0.04775134427401981,0.346555556537211,-0.1186534934378949,-0.04273248840389748,-0.015342779883758706,-0.19844145069515942,-0.025035805171959392
0.04119818509360966,0.0633374838595592,-0.22927575057599725,0.2801384180122718,0.20853823012351452,0.18939799847490776,0.8699983462063183,0.10953462846528844,0.09771871095743234,1.88908325984634,-0.1281152546978394,0.1257963771602287,0.0005582867960896638,0.11179462426675976,0.040716764843398784
